county,year,Schulabgänger_mit_allgemeiner_Hochschulreife_inkar,Ausländeranteil_inkar
5334,2011,38.22,10.45
5334,2012,40.94,10.72
5334,2013,51.66,11.12
5334,2014,42.38,11.83
5334,2015,42.82,13.04
5334,2016,44.27,13.37
5334,2017,44,13.98
5334,2018,44.04,14.55
5334,2019,44,15.21
5334,2020,44.88,15.53
5334,2021,,
5358,1995,22.68,9.08
5358,1996,25.16,9.23
5358,1997,25.55,9.22
5358,1998,23.67,9.27
5358,1999,23.67,9.71
5358,2000,24.34,9.63
5358,2001,24.01,9.82
5358,2002,24.94,9.98
5358,2003,22.6,10.07
5358,2004,24.42,10.07
5358,2005,23.76,10.12
5358,2006,23.46,9.73
5358,2007,23.97,9.81
5358,2008,27.78,9.74
5358,2009,28.84,9.7
5358,2010,28.73,9.65
5358,2011,33.62,7.19
5358,2012,34.13,7.49
5358,2013,44.7,7.78
5358,2014,36.27,8.12
5358,2015,36.83,9.68
5358,2016,36.41,9.81
5358,2017,38.83,10.3
5358,2018,37.57,10.83
5358,2019,40.09,11.19
5358,2020,42.94,11.33
5358,2021,,
5362,1995,27.91,11.17
5362,1996,28.31,11.32
5362,1997,27.35,11.47
5362,1998,26.75,11.5
5362,1999,26.7,11.59
5362,2000,26.9,11.52
5362,2001,28.09,11.41
5362,2002,27.77,11.16
5362,2003,26.48,10.98
5362,2004,25.33,10.85
5362,2005,27.62,10.59
5362,2006,28.06,10.49
5362,2007,27.79,10.48
5362,2008,29.74,10.36
5362,2009,30.72,10.28
5362,2010,34.35,10.25
5362,2011,35.34,8.91
5362,2012,37.38,9.26
5362,2013,47.37,9.66
5362,2014,37.19,10.25
5362,2015,39.53,11.55
5362,2016,40.23,11.65
5362,2017,39.29,12.14
5362,2018,39.37,12.65
5362,2019,39.85,12.79
5362,2020,40.33,12.65
5362,2021,,
5366,1995,27.21,5.87
5366,1996,28.24,5.96
5366,1997,28.67,5.89
5366,1998,25.98,5.69
5366,1999,27.83,5.73
5366,2000,25.85,5.59
5366,2001,28.96,5.5
5366,2002,25.4,5.43
5366,2003,25.16,5.33
5366,2004,25.48,5.3
5366,2005,26.06,5.28
5366,2006,28.27,5.25
5366,2007,26.77,5.21
5366,2008,27.21,5.26
5366,2009,28.73,5.27
5366,2010,31.68,5.32
5366,2011,32.65,4.54
5366,2012,36.2,4.8
5366,2013,46.04,5.01
5366,2014,36.71,5.44
5366,2015,39.22,6.94
5366,2016,38.85,7.01
5366,2017,38.95,7.5
5366,2018,38.09,7.65
5366,2019,40.3,7.83
5366,2020,43.5,7.91
5366,2021,,
5370,1995,28.69,9.29
5370,1996,28.65,9.48
5370,1997,27.01,9.51
5370,1998,23.8,9.43
5370,1999,26.34,9.45
5370,2000,27.42,9.29
5370,2001,26.92,9.31
5370,2002,25.28,9.49
5370,2003,25.78,9.54
5370,2004,24.79,9.72
5370,2005,27.23,9.72
5370,2006,26.37,9.78
5370,2007,27.67,9.87
5370,2008,26.65,9.95
5370,2009,28.48,9.98
5370,2010,29.95,10.12
5370,2011,32.5,8.54
5370,2012,35.29,8.79
5370,2013,45.28,9.14
5370,2014,35.79,9.53
5370,2015,36.2,10.76
5370,2016,36.66,11.04
5370,2017,38.3,11.33
5370,2018,37.81,11.71
5370,2019,36.66,11.95
5370,2020,38.03,12.06
5370,2021,,
5374,1995,19.91,8.48
5374,1996,22.2,8.56
5374,1997,23.39,8.61
5374,1998,20.05,8.53
5374,1999,21,8.53
5374,2000,22.19,8.4
5374,2001,22.86,8.34
5374,2002,21.58,8.29
5374,2003,20.49,8.27
5374,2004,23.74,8.15
5374,2005,21.87,8.03
5374,2006,23.93,7.93
5374,2007,25.29,7.76
5374,2008,25.81,7.65
5374,2009,26.35,7.58
5374,2010,28.63,7.6
5374,2011,31.35,6.58
5374,2012,35.07,6.74
5374,2013,43.98,6.93
5374,2014,32.98,7.38
5374,2015,37.3,8.71
5374,2016,39.42,9.07
5374,2017,36.19,9.29
5374,2018,37.28,9.62
5374,2019,37.44,9.83
5374,2020,40.44,9.91
5374,2021,,
5378,1995,30.69,8.52
5378,1996,30.07,8.47
5378,1997,32.55,8.4
5378,1998,30.59,8.26
5378,1999,31.61,8.22
5378,2000,30.44,7.95
5378,2001,32.5,7.81
5378,2002,30.39,7.64
5378,2003,28.07,7.36
5378,2004,29.22,7.13
5378,2005,29.95,6.87
5378,2006,31.15,6.72
5378,2007,30.76,6.59
5378,2008,32.48,6.39
5378,2009,34.61,6.27
5378,2010,36.2,6.2
5378,2011,39.75,6.79
5378,2012,43.22,6.9
5378,2013,51.46,7.09
5378,2014,43.22,7.48
5378,2015,45.61,8.61
5378,2016,44.22,9.02
5378,2017,44.14,9.21
5378,2018,45.51,9.47
5378,2019,45.18,9.54
5378,2020,44.74,9.65
5378,2021,,
5382,1995,30.56,8.66
5382,1996,29.9,8.76
5382,1997,29.61,8.86
5382,1998,29.79,8.91
5382,1999,29.62,9
5382,2000,30.94,8.85
5382,2001,30.92,8.83
5382,2002,29.09,8.86
5382,2003,28.25,8.87
5382,2004,29.51,8.76
5382,2005,27.36,8.64
5382,2006,29.32,8.51
5382,2007,30.93,8.39
5382,2008,32.65,8.25
5382,2009,35.52,8.16
5382,2010,37.42,8.13
5382,2011,38.58,7.11
5382,2012,40.76,7.3
5382,2013,49.96,7.54
5382,2014,41,7.94
5382,2015,43.97,9.35
5382,2016,41.28,9.68
5382,2017,41.97,9.96
5382,2018,43.1,10.15
5382,2019,43.69,10.32
5382,2020,45.88,10.37
5382,2021,,
5512,1995,24.52,9.78
5512,1996,26.32,9.87
5512,1997,25.59,9.89
5512,1998,25.7,9.91
5512,1999,27.12,9.77
5512,2000,27.05,9.49
5512,2001,28.35,9.53
5512,2002,25.63,9.47
5512,2003,29.67,9.5
5512,2004,24.57,9.44
5512,2005,23.7,9.39
5512,2006,23.64,9.39
5512,2007,27.33,9.36
5512,2008,25.08,9.24
5512,2009,28.54,9.06
5512,2010,32,9.08
5512,2011,34.17,7.74
5512,2012,35.08,7.86
5512,2013,47.89,8.08
5512,2014,37.24,8.41
5512,2015,37.16,9.67
5512,2016,38.59,10.32
5512,2017,39.48,10.69
5512,2018,43.66,10.94
5512,2019,40.82,11.32
5512,2020,41.87,11.51
5512,2021,,
5513,1995,22.81,14.75
5513,1996,22.55,14.78
5513,1997,22.67,14.6
5513,1998,23.86,14.53
5513,1999,24.06,14.29
5513,2000,22.43,13.7
5513,2001,22.45,13.46
5513,2002,21.91,13.41
5513,2003,20.6,13.42
5513,2004,21.09,13.45
5513,2005,22.64,13.5
5513,2006,21.2,13.68
5513,2007,22.05,13.82
5513,2008,24.18,13.95
5513,2009,26.51,13.95
5513,2010,26.92,14.15
5513,2011,29.13,13.42
5513,2012,29.93,13.81
5513,2013,36.86,14.71
5513,2014,30.02,15.33
5513,2015,31.59,16.99
5513,2016,31.03,18.54
5513,2017,30.71,19.13
5513,2018,31.32,19.9
5513,2019,32.11,20.59
5513,2020,33.64,21.46
5513,2021,,
5515,1995,46.9,6.49
5515,1996,46.36,6.89
5515,1997,42.88,7.05
5515,1998,42.62,7.33
5515,1999,41.62,7.62
5515,2000,43.3,7.71
5515,2001,42.51,7.78
5515,2002,39.2,7.93
5515,2003,36.52,7.84
5515,2004,42.44,7.56
5515,2005,37.59,7.3
5515,2006,41.51,7.19
5515,2007,40.32,7.02
5515,2008,42.45,6.83
5515,2009,41.6,6.71
5515,2010,44.55,6.82
5515,2011,46.83,7.42
5515,2012,46.97,7.68
5515,2013,59.11,7.98
5515,2014,51.27,8.39
5515,2015,50.35,9.47
5515,2016,51.39,9.93
5515,2017,51.48,10.31
5515,2018,52.85,10.52
5515,2019,51.38,10.75
5515,2020,53.12,10.84
5515,2021,,
5554,1995,21.15,6.98
5554,1996,20.62,7.08
5554,1997,20.15,6.98
5554,1998,18.56,6.91
5554,1999,20.37,6.93
5554,2000,21.03,6.55
5554,2001,20.36,6.6
5554,2002,19.48,6.59
5554,2003,18.3,6.68
5554,2004,18.73,6.56
5554,2005,18.57,6.63
5554,2006,18.68,6.64
5554,2007,19.43,6.8
5554,2008,20.57,6.91
5554,2009,20.66,6.92
5554,2010,22.25,7.09
5554,2011,25.34,6.05
5554,2012,24.53,6.29
5554,2013,38.71,6.68
5554,2014,28.11,7.13
5554,2015,28.71,8.48
5554,2016,29.29,8.62
5554,2017,29.17,8.92
5554,2018,30.02,9.23
5554,2019,29.06,9.46
5554,2020,32.47,9.62
5554,2021,,
5558,1995,26.23,4.6
5558,1996,25.4,4.7
5558,1997,24.11,4.64
5558,1998,22.14,4.48
5558,1999,23.09,4.48
5558,2000,26.54,4.25
5558,2001,25.95,4.13
5558,2002,25.4,4.21
5558,2003,24.3,4.12
5558,2004,24.12,4.05
5558,2005,24.39,3.92
5558,2006,24.52,3.97
5558,2007,25.74,4.01
5558,2008,27.01,3.89
5558,2009,28.81,4.01
5558,2010,28.92,4.03
5558,2011,31.48,3.26
5558,2012,33.19,3.42
5558,2013,44.35,3.73
5558,2014,35.39,4.18
5558,2015,37.4,5.44
5558,2016,36.18,5.74
5558,2017,38.44,6.12
5558,2018,36.78,6.42
5558,2019,37.05,6.56
5558,2020,37.91,6.6
5558,2021,,
5562,1995,26.47,10.16
5562,1996,25.79,10.24
5562,1997,26.52,10.29
5562,1998,24.41,10.21
5562,1999,25.91,10.2
5562,2000,25.83,9.7
5562,2001,26.74,9.56
5562,2002,25.62,9.36
5562,2003,24.87,9.19
5562,2004,23.51,9.12
5562,2005,23.08,9.01
5562,2006,24.93,8.96
5562,2007,23.73,8.85
5562,2008,26.42,8.75
5562,2009,28.7,8.74
5562,2010,28.6,8.73
5562,2011,32.01,7.77
5562,2012,33.19,7.89
5562,2013,42.6,8.12
5562,2014,33.32,8.5
5562,2015,34.15,9.62
5562,2016,34.32,10.23
5562,2017,33.26,10.71
5562,2018,35.68,11.09
5562,2019,34.99,11.46
5562,2020,35.26,11.84
5562,2021,,
5566,1995,27.35,5.88
5566,1996,27.21,6.05
5566,1997,26.56,6.09
5566,1998,26.63,5.99
5566,1999,26.42,6.05
5566,2000,25.86,5.89
5566,2001,26.15,5.76
5566,2002,24.45,5.72
5566,2003,22.97,5.72
5566,2004,23.51,5.72
5566,2005,24.56,5.72
5566,2006,24.71,5.66
5566,2007,24.61,5.68
5566,2008,25.71,5.61
5566,2009,26.53,5.6
5566,2010,28.79,5.68
5566,2011,29.93,4.9
5566,2012,30.96,5.22
5566,2013,41.69,5.56
5566,2014,30.48,6.22
5566,2015,31.61,7.81
5566,2016,31.66,8.26
5566,2017,30.91,8.82
5566,2018,32.81,9.22
5566,2019,34.37,9.45
5566,2020,32.18,9.62
5566,2021,,
5570,1995,22.3,8.22
5570,1996,22.52,8.33
5570,1997,23.73,8.4
5570,1998,21.66,8.37
5570,1999,22.92,8.37
5570,2000,21.93,8.05
5570,2001,23.42,7.87
5570,2002,20.69,7.78
5570,2003,22.63,7.69
5570,2004,21.07,7.52
5570,2005,21.72,7.4
5570,2006,24.52,7.24
5570,2007,25.18,7.09
5570,2008,24.95,6.99
5570,2009,27.66,6.95
5570,2010,29.16,7.01
5570,2011,31.11,6.11
5570,2012,32.68,6.41
5570,2013,43.33,6.67
5570,2014,33.59,7.16
5570,2015,33.49,8.86
5570,2016,34.82,9.48
5570,2017,34.72,9.75
5570,2018,37.02,10.21
5570,2019,34.81,10.62
5570,2020,38.82,10.71
5570,2021,,
5711,1995,27.52,12.84
5711,1996,27.76,12.94
5711,1997,25.93,12.97
5711,1998,25.47,12.95
5711,1999,25.67,13.03
5711,2000,26.62,12.83
5711,2001,28.46,12.74
5711,2002,29.03,12.76
5711,2003,28.19,12.61
5711,2004,27.15,12.48
5711,2005,28.15,12.16
5711,2006,31.21,12.04
5711,2007,32.78,11.98
5711,2008,33.28,11.87
5711,2009,35.03,11.88
5711,2010,34.99,11.94
5711,2011,36.1,11.27
5711,2012,39.23,11.5
5711,2013,47.54,11.73
5711,2014,39.33,11.93
5711,2015,38.85,13.07
5711,2016,41.39,13.67
5711,2017,39.57,14.09
5711,2018,38.4,14.73
5711,2019,39.14,15.06
5711,2020,39.41,15.33
5711,2021,,
5754,1995,20.33,9.17
5754,1996,21.39,9.22
5754,1997,19.26,9.23
5754,1998,18.76,9.25
5754,1999,19.8,9.17
5754,2000,19.69,8.81
5754,2001,19.9,8.68
5754,2002,19.67,8.62
5754,2003,19.01,8.54
5754,2004,21.22,8.65
5754,2005,20.55,8.57
5754,2006,22.55,8.53
5754,2007,22.59,8.45
5754,2008,23.86,8.47
5754,2009,26.13,8.42
5754,2010,29.28,8.62
5754,2011,31.37,8.04
5754,2012,33.17,8.54
5754,2013,43.97,8.92
5754,2014,35.01,9.6
5754,2015,35.43,11.31
5754,2016,36.28,11.9
5754,2017,34.87,12.42
5754,2018,35.69,12.91
5754,2019,39.08,13.33
5754,2020,39.92,13.46
5754,2021,,
5758,1995,23.47,7.73
5758,1996,25.31,7.76
5758,1997,26.58,7.75
5758,1998,26,7.65
5758,1999,26.81,7.52
5758,2000,27.16,7.19
5758,2001,25.46,6.93
5758,2002,24.74,6.91
5758,2003,26.41,6.68
5758,2004,25.93,6.54
5758,2005,27.05,6.36
5758,2006,26.16,6.24
5758,2007,28.19,6.12
5758,2008,30.29,6.08
5758,2009,32.78,5.99
5758,2010,34.63,6.03
5758,2011,35.77,5.83
5758,2012,40.04,6
5758,2013,48.59,6.32
5758,2014,39,6.74
5758,2015,41.09,8.24
5758,2016,41.26,8.47
5758,2017,39.21,8.99
5758,2018,42.61,9.26
5758,2019,37.5,9.51
5758,2020,38.19,9.82
5758,2021,,
5762,1995,27.75,4.95
5762,1996,27.46,5.24
5762,1997,27.28,5.2
5762,1998,25.85,5.03
5762,1999,26.42,5.12
5762,2000,27.36,5.04
5762,2001,25.4,5
5762,2002,23.59,4.96
5762,2003,26.14,4.98
5762,2004,26.4,4.92
5762,2005,25.13,4.86
5762,2006,27.37,4.78
5762,2007,25.26,4.69
5762,2008,28.28,4.62
5762,2009,30.22,4.61
5762,2010,32.55,4.64
5762,2011,35.72,3.01
5762,2012,35.73,3.06
5762,2013,48.21,3.42
5762,2014,35.3,4.04
5762,2015,36.24,5.67
5762,2016,38.09,4.98
5762,2017,37.04,5.42
5762,2018,36.53,5.62
5762,2019,36.38,5.98
5762,2020,39.66,6.05
5762,2021,,
5766,1995,23.31,6.88
5766,1996,24.43,7.08
5766,1997,20.64,7.14
5766,1998,22.08,7.09
5766,1999,21.92,7.01
5766,2000,22.12,6.72
5766,2001,22.06,6.56
5766,2002,21.61,6.47
5766,2003,21.11,6.41
5766,2004,20.63,6.31
5766,2005,22.46,6.16
5766,2006,23.08,6.1
5766,2007,22.55,6.02
5766,2008,25.91,5.93
5766,2009,26.96,5.88
5766,2010,26.96,5.92
5766,2011,29.62,5.07
5766,2012,30.44,5.21
5766,2013,41.35,5.47
5766,2014,33.46,5.97
5766,2015,32.99,7.89
5766,2016,33.82,7.87
5766,2017,32.35,8.25
5766,2018,34.28,8.53
5766,2019,35.64,8.73
5766,2020,33.98,8.9
5766,2021,,
5770,1995,26.26,5.48
5770,1996,24.64,5.7
5770,1997,25.52,5.67
5770,1998,25.4,5.8
5770,1999,23.64,5.8
5770,2000,23.45,5.57
5770,2001,22.75,5.42
5770,2002,23.48,5.4
5770,2003,23.58,5.31
5770,2004,24.29,5.17
5770,2005,25.51,5.07
5770,2006,27.02,4.95
5770,2007,27.02,4.95
5770,2008,30.06,4.9
5770,2009,32.96,4.89
5770,2010,33.89,4.96
5770,2011,36,4.4
5770,2012,37.33,4.6
5770,2013,46.42,4.96
5770,2014,36.3,5.42
5770,2015,38.18,7.03
5770,2016,37.93,7.4
5770,2017,39.69,7.63
5770,2018,38.22,7.94
5770,2019,37.05,8.26
5770,2020,39.41,8.59
5770,2021,,
5774,1995,24.13,7.48
5774,1996,22.89,7.6
5774,1997,21.2,7.55
5774,1998,20.22,7.47
5774,1999,21.61,7.37
5774,2000,21.06,7.02
5774,2001,22.75,7.04
5774,2002,20.43,7.08
5774,2003,21.35,6.99
5774,2004,20.67,7.05
5774,2005,21.38,7.13
5774,2006,24.82,7.02
5774,2007,23.47,6.84
5774,2008,26.53,6.75
5774,2009,27.67,6.75
5774,2010,28.11,6.81
5774,2011,30.29,5.66
5774,2012,33.01,5.91
5774,2013,40.34,6.23
5774,2014,33.36,6.94
5774,2015,34.96,8.39
5774,2016,34.86,8.77
5774,2017,33.6,8.88
5774,2018,35.41,9.26
5774,2019,36.04,9.41
5774,2020,36.87,9.57
5774,2021,,
5911,1995,28.24,11.65
5911,1996,29.82,11.7
5911,1997,29.6,11.64
5911,1998,31.65,11.53
5911,1999,30.05,11.65
5911,2000,31.56,11.61
5911,2001,30.9,11.54
5911,2002,30.13,11.6
5911,2003,30.76,11.62
5911,2004,30.16,11.48
5911,2005,29.52,11.37
5911,2006,30.7,11.38
5911,2007,29.81,11.38
5911,2008,30.94,11.29
5911,2009,32.33,11.24
5911,2010,35.29,11.34
5911,2011,36.04,8.3
5911,2012,38.1,8.6
5911,2013,46.21,8.98
5911,2014,39.39,9.49
5911,2015,41.29,10.82
5911,2016,39.55,11.68
5911,2017,40.78,12.25
5911,2018,42.24,12.76
5911,2019,39.4,13.32
5911,2020,41.83,13.62
5911,2021,,
5913,1995,28.83,14.61
5913,1996,26.8,15.22
5913,1997,26.23,15.71
5913,1998,27.14,16.01
5913,1999,25.92,16.32
5913,2000,27.43,16.11
5913,2001,27.64,15.88
5913,2002,26.26,16.16
5913,2003,26.8,16.13
5913,2004,25.99,15.94
5913,2005,26.57,15.85
5913,2006,26.65,15.86
5913,2007,27.64,16.01
5913,2008,28.16,15.88
5913,2009,29.71,15.71
5913,2010,31.91,15.77
5913,2011,33.89,12.3
5913,2012,35.06,12.6
5913,2013,43.76,13.23
5913,2014,37.93,14.36
5913,2015,38.09,15.69
5913,2016,39.69,16.43
5913,2017,37.22,16.96
5913,2018,38.66,17.53
5913,2019,37.03,18.16
5913,2020,39.4,18.57
5913,2021,,
5914,1995,32.22,14.43
5914,1996,30.47,14.75
5914,1997,30.46,14.73
5914,1998,26.98,14.59
5914,1999,27.2,14.35
5914,2000,26.26,14.05
5914,2001,27.99,13.74
5914,2002,27.12,13.62
5914,2003,25.73,13.48
5914,2004,29.96,13.59
5914,2005,29,13.32
5914,2006,30.22,13.2
5914,2007,28.98,13.09
5914,2008,30.79,13
5914,2009,32.47,12.87
5914,2010,33.01,12.83
5914,2011,36.91,12.56
5914,2012,36.03,12.66
5914,2013,45.28,13.08
5914,2014,35.13,13.94
5914,2015,38.06,15.92
5914,2016,38.91,16.61
5914,2017,38.34,17.39
5914,2018,39.33,18.49
5914,2019,38.44,19.35
5914,2020,39.81,20.25
5914,2021,,
5915,1995,22.04,16.42
5915,1996,25.31,16.81
5915,1997,22.89,11.57
5915,1998,22.63,11.92
5915,1999,23.77,12.37
5915,2000,24.1,12.55
5915,2001,23.15,12.94
5915,2002,20.98,13.13
5915,2003,21.87,13.36
5915,2004,22.88,13.49
5915,2005,22.92,13.54
5915,2006,22.5,13.56
5915,2007,24.26,13.56
5915,2008,25.37,13.7
5915,2009,25.93,13.74
5915,2010,26.77,14.07
5915,2011,28.05,10.81
5915,2012,30.07,11.06
5915,2013,35.75,11.17
5915,2014,27.96,11.72
5915,2015,30.56,13.49
5915,2016,29.41,14.08
5915,2017,28.93,14.57
5915,2018,29.87,15.12
5915,2019,28.89,15.89
5915,2020,28.95,16.11
5915,2021,,
5916,1995,22.97,15.47
5916,1996,25.49,15.54
5916,1997,23.83,15.52
5916,1998,23.05,15.36
5916,1999,24.15,15.34
5916,2000,25.83,15.03
5916,2001,26.46,15.06
5916,2002,25.31,15.01
5916,2003,25.51,15
5916,2004,27.12,15.01
5916,2005,23.65,15.03
5916,2006,26.01,15.03
5916,2007,21.63,15
5916,2008,27.2,15.09
5916,2009,27.25,15.07
5916,2010,29.99,15.16
5916,2011,34.06,11.7
5916,2012,33.22,12.09
5916,2013,43.35,12.56
5916,2014,33.59,13.18
5916,2015,35.56,14.39
5916,2016,37.26,15.59
5916,2017,35.73,16.3
5916,2018,34.9,17.11
5916,2019,34.99,17.96
5916,2020,39.51,18.89
5916,2021,,
5954,1995,26.24,9.2
5954,1996,27.78,9.08
5954,1997,27.79,9.04
5954,1998,28.25,8.91
5954,1999,26.77,8.94
5954,2000,25.68,8.69
5954,2001,26.86,8.55
5954,2002,24.8,8.44
5954,2003,25.42,8.36
5954,2004,24.85,8.31
5954,2005,23.74,8.21
5954,2006,27.13,8.17
5954,2007,26.41,8.12
5954,2008,28.17,8.01
5954,2009,31.61,7.92
5954,2010,34.33,7.97
5954,2011,36.22,7.23
5954,2012,38.64,7.38
5954,2013,47.79,7.58
5954,2014,40.4,8.01
5954,2015,40.27,9.32
5954,2016,40.51,9.75
5954,2017,40.72,10.01
5954,2018,39.41,10.32
5954,2019,41.99,10.58
5954,2020,42.57,10.82
5954,2021,,
5958,1995,23.11,8.34
5958,1996,21.9,8.3
5958,1997,21.59,8.1
5958,1998,20.72,7.92
5958,1999,21.76,7.82
5958,2000,21.85,7.47
5958,2001,23.65,7.4
5958,2002,20.25,7.2
5958,2003,20.34,7
5958,2004,20.7,6.8
5958,2005,21.56,7.04
5958,2006,22.59,6.85
5958,2007,21.31,6.79
5958,2008,23.88,6.71
5958,2009,26.57,6.66
5958,2010,26.29,6.67
5958,2011,28.06,5.6
5958,2012,30.39,5.78
5958,2013,42.5,6.01
5958,2014,29.36,6.51
5958,2015,30.74,7.98
5958,2016,31.33,8.1
5958,2017,29.99,8.5
5958,2018,33.06,8.78
5958,2019,32.84,9.14
5958,2020,31.67,9.3
5958,2021,,
5962,1995,22.49,13.17
5962,1996,23.04,13.11
5962,1997,21.22,13.11
5962,1998,21.72,13.09
5962,1999,20.97,13.13
5962,2000,24.32,12.81
5962,2001,22.56,12.72
5962,2002,21.83,12.59
5962,2003,21.73,12.37
5962,2004,21.05,12.17
5962,2005,20.56,11.96
5962,2006,22.52,11.76
5962,2007,22.14,11.69
5962,2008,22.94,11.62
5962,2009,23.97,11.56
5962,2010,26.92,11.64
5962,2011,30.25,10.11
5962,2012,32.01,10.21
5962,2013,41.35,10.29
5962,2014,34.53,10.6
5962,2015,31.45,11.87
5962,2016,36.62,12.42
5962,2017,34.45,12.81
5962,2018,36.88,13.24
5962,2019,35.17,13.48
5962,2020,37.41,13.65
5962,2021,,
5966,1995,21.03,9.24
5966,1996,22.55,9.27
5966,1997,20.47,9.23
5966,1998,21.53,9.35
5966,1999,21.88,9.5
5966,2000,23.02,9
5966,2001,21.01,8.86
5966,2002,22.02,8.81
5966,2003,19.57,8.77
5966,2004,22.2,8.72
5966,2005,22.67,8.57
5966,2006,21.95,8.4
5966,2007,23.37,8.32
5966,2008,22.78,8.35
5966,2009,26.07,8.25
5966,2010,27.55,8.26
5966,2011,31.21,6.66
5966,2012,32.93,6.73
5966,2013,44.58,6.97
5966,2014,34.71,7.33
5966,2015,33.66,8.92
5966,2016,35.32,8.73
5966,2017,35.64,9.08
5966,2018,35.39,9.6
5966,2019,36.09,9.69
5966,2020,34.88,9.71
5966,2021,,
5970,1995,26.43,8.93
5970,1996,26.67,9.02
5970,1997,28.24,8.99
5970,1998,27.72,8.86
5970,1999,28.65,8.91
5970,2000,30,8.69
5970,2001,27.26,8.69
5970,2002,27.02,8.75
5970,2003,26.69,8.79
5970,2004,27.52,8.74
5970,2005,26.32,8.72
5970,2006,28.71,8.61
5970,2007,27.48,8.64
5970,2008,29.88,8.58
5970,2009,31.15,8.54
5970,2010,34.04,8.49
5970,2011,36.44,6.56
5970,2012,36.3,6.81
5970,2013,46.08,7.13
5970,2014,36.95,7.79
5970,2015,36.86,9.8
5970,2016,37.33,9.66
5970,2017,37.9,10.28
5970,2018,38.49,10.73
5970,2019,36.7,10.93
5970,2020,39.86,11.1
5970,2021,,
5974,1995,28.96,7.62
5974,1996,27.81,7.58
5974,1997,26.27,7.55
5974,1998,27.31,7.58
5974,1999,28,7.67
5974,2000,26.58,7.48
5974,2001,27.51,7.39
5974,2002,25.18,7.36
5974,2003,26.17,7.36
5974,2004,25.12,7.26
5974,2005,25.55,7.16
5974,2006,26.5,7.07
5974,2007,26.32,6.98
5974,2008,30.13,6.92
5974,2009,29.38,6.9
5974,2010,31.7,6.97
5974,2011,31.31,5.72
5974,2012,34,5.87
5974,2013,47.5,6.07
5974,2014,35.37,6.89
5974,2015,35.04,8.93
5974,2016,36.67,8.91
5974,2017,36.87,9.22
5974,2018,37.15,9.55
5974,2019,38.51,9.74
5974,2020,40.56,9.78
5974,2021,,
5978,1995,24.63,9.93
5978,1996,25,10.29
5978,1997,27.07,10.1
5978,1998,26.28,9.62
5978,1999,26.87,9.54
5978,2000,28.19,9.61
5978,2001,26.71,10.05
5978,2002,27.92,9.91
5978,2003,27.92,9.66
5978,2004,24.62,8.78
5978,2005,27.13,8.98
5978,2006,27.38,8.97
5978,2007,28.72,8.93
5978,2008,29.2,8.77
5978,2009,30.87,8.67
5978,2010,33.61,8.69
5978,2011,34.89,6.95
5978,2012,37.51,7
5978,2013,47.52,7.13
5978,2014,38.53,7.49
5978,2015,39.81,8.97
5978,2016,41.38,8.91
5978,2017,39.36,9.47
5978,2018,40.52,10.18
5978,2019,40.24,10.67
5978,2020,40.05,10.9
5978,2021,,
6411,1995,52.22,14.86
6411,1996,50.67,14.94
6411,1997,50.51,14.76
6411,1998,51.31,14.46
6411,1999,47.08,14.5
6411,2000,49.89,14.33
6411,2001,50.14,14.2
6411,2002,47.64,14.44
6411,2003,51.45,14.91
6411,2004,49.92,15.13
6411,2005,47.97,15.71
6411,2006,43.86,15.38
6411,2007,43.86,15.33
6411,2008,45.54,14.97
6411,2009,47.57,14.96
6411,2010,51.9,15.01
6411,2011,54.87,15.04
6411,2012,52.96,15.43
6411,2013,57.66,15.89
6411,2014,59.74,16.52
6411,2015,58.47,17.89
6411,2016,56.75,18.75
6411,2017,48.97,19.31
6411,2018,51.67,19.84
6411,2019,50.54,20.32
6411,2020,51.65,20.53
6411,2021,,
6412,1995,34.21,26.33
6412,1996,33.06,25.63
6412,1997,33.18,24.95
6412,1998,33.58,24.57
6412,1999,31.9,24.15
6412,2000,33.44,23.87
6412,2001,34.92,22.46
6412,2002,37.95,22.3
6412,2003,34.96,21.99
6412,2004,34.24,21.55
6412,2005,32.56,21.91
6412,2006,30.74,21.11
6412,2007,30.74,20.96
6412,2008,33.15,20.67
6412,2009,33.98,20.83
6412,2010,36.96,20.9
6412,2011,37.23,25.13
6412,2012,40.51,25.66
6412,2013,40.57,26.32
6412,2014,48.05,27.24
6412,2015,45.36,28.02
6412,2016,40.61,28.25
6412,2017,37.24,29
6412,2018,38.03,29.3
6412,2019,37.64,29.54
6412,2020,37.17,29.58
6412,2021,,
6413,1995,28.04,25.73
6413,1996,28.19,26.11
6413,1997,28.87,25.98
6413,1998,26.61,25.61
6413,1999,26.42,25.85
6413,2000,31.47,26.23
6413,2001,28.37,25.89
6413,2002,29.29,26.03
6413,2003,26.96,26.28
6413,2004,27.24,26.2
6413,2005,28.11,26.04
6413,2006,25.56,25.12
6413,2007,25.56,25.24
6413,2008,26.99,25.36
6413,2009,26.67,24.86
6413,2010,32.18,25.77
6413,2011,32.35,29.25
6413,2012,29.67,30.27
6413,2013,37.25,31.27
6413,2014,36.92,32.29
6413,2015,38.24,33.6
6413,2016,32.41,33.91
6413,2017,29.75,35
6413,2018,26.29,35.85
6413,2019,31.02,36.56
6413,2020,23.04,36.94
6413,2021,,
6414,1995,37.64,17.85
6414,1996,35.02,18.23
6414,1997,34.83,18.63
6414,1998,32.6,18.7
6414,1999,36.06,19.26
6414,2000,36.54,19.55
